//0																													
//Oxygen,  1.07
//Nitrate, 1,0.95,-0,0
//pH, 1, -0, 0
//pH, 2, -0.015, 0
//pH, 3, -.01, 0
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth[m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF	Chlorophyll[µg/l]	QF	BackScatter[/m/sr]	QF	pHinsitu[Total]	QF	pH25C[Total]	QF
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		  1294.34	0	  3.3343	0	34.5405	0	27.445	0	57.25	0	17.35	0	42.49	0	0.04	0	0.000083	0	7.6516	0	7.4132	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		  1195.87	0	  3.5720	0	34.5286	0	27.41	0	50.08	0	15.26	0	42.78	0	0.04	0	0.000085	0	7.6397	0	7.4023	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		  1096.24	0	  3.7836	0	34.5088	0	27.371	0	47.51	0	14.55	0	42.60	0	0.04	0	0.000085	0	7.6316	0	7.3946	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   996.79	0	  4.0308	0	34.4857	0	27.325	0	43.34	0	13.35	0	42.48	0	0.04	0	0.000086	0	7.6318	0	7.3949	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   951.27	0	  4.1049	0	34.4696	0	27.303	0	41.30	0	12.75	0	42.35	0	0.04	0	0.000088	0	7.6112	0	7.3755	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   899.88	0	  4.3137	0	34.4471	0	27.261	0	36.92	0	11.45	0	42.37	0	0.04	0	0.000090	0	7.6015	0	7.3679	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   851.25	0	  4.4528	0	34.4246	0	27.227	0	33.49	0	10.42	0	42.33	0	0.04	0	0.000090	0	7.5900	0	7.3576	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   800.28	0	  4.7245	0	34.3990	0	27.174	0	31.03	0	9.72	0	41.93	0	0.04	0	0.000094	0	7.5832	0	7.3535	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   750.41	0	  4.9010	0	34.3675	0	27.128	0	30.17	0	9.49	0	41.49	0	0.04	0	0.000091	0	7.5769	0	7.3486	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   701.17	0	  5.0652	0	34.3334	0	27.08	0	29.10	0	9.19	0	41.00	0	0.04	0	0.000093	0	7.5666	0	7.3398	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   650.94	0	  5.2180	0	34.2617	0	27.002	0	28.14	0	8.91	0	40.69	0	0.04	0	0.000093	0	7.5506	0	7.3256	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   601.27	0	  5.5412	0	34.1794	0	26.894	0	38.52	0	12.29	0	38.78	0	0.04	0	0.000094	0	7.5650	0	7.3418	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   551.24	0	  6.1402	0	34.1432	0	26.787	0	56.39	0	18.24	0	35.98	0	0.04	0	0.000102	0	7.6036	0	7.3839	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   501.32	0	  7.0529	0	34.0952	0	26.623	0	89.13	0	29.43	0	31.56	0	0.04	0	0.000094	0	7.6676	0	7.4538	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   451.24	0	  8.0153	0	34.0631	0	26.456	0	126.90	0	42.83	0	25.87	0	0.02	0	0.000099	0	7.7542	0	7.5452	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   401.18	0	  8.5450	0	34.0451	0	26.36	0	174.30	0	59.53	0	21.38	0	0.01	0	0.000101	0	7.8398	0	7.6295	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   380.84	0	  9.1771	0	34.0808	0	26.29	0	186.50	0	64.62	0	18.82	0	0.02	0	0.000104	0	7.8755	0	7.6706	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   360.93	0	  9.7900	0	34.1166	0	26.219	0	195.60	0	68.71	0	16.79	0	0.01	0	0.000101	0	7.8981	0	7.6994	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   351.54	0	  9.9590	0	34.1241	0	26.197	0	198.59	0	70.02	0	16.14	0	0.01	0	0.000101	0	7.9054	0	7.7083	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   340.94	0	 10.2829	0	34.1383	0	26.153	0	200.09	0	71.05	0	15.22	0	0.01	0	0.000101	0	7.9108	0	7.7176	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   331.33	0	 10.5815	0	34.1500	0	26.111	0	202.34	0	72.33	0	14.05	0	0.01	0	0.000099	0	7.9196	0	7.7296	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   321.18	0	 10.7809	0	34.1438	0	26.071	0	206.40	0	74.09	0	13.60	0	0.01	0	0.000101	0	7.9234	0	7.7356	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   311.41	0	 10.9975	0	34.1602	0	26.046	0	207.37	0	74.80	0	12.92	0	0.01	0	0.000099	0	7.9188	0	7.7342	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   301.02	0	 11.2372	0	34.1473	0	25.993	0	203.84	0	73.89	0	12.78	0	0.01	0	0.000099	0	7.9165	0	7.7352	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   291.57	0	 11.5026	0	34.1531	0	25.949	0	200.95	0	73.26	0	11.98	0	0.01	0	0.000107	0	7.9234	0	7.7451	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   279.90	0	 11.9378	0	34.1724	0	25.885	0	200.73	0	73.87	0	11.03	0	0.00	0	0.000099	0	7.9336	0	7.7603	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   271.61	0	 12.2402	0	34.1878	0	25.84	0	200.73	0	74.35	0	10.16	0	0.01	0	0.000098	0	7.9384	0	7.7689	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   261.06	0	 12.9178	0	34.2294	0	25.744	0	199.56	0	74.99	0	8.87	0	0.01	0	0.000098	0	7.9515	0	7.7905	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   251.35	0	 13.7768	0	34.3108	0	25.64	0	201.80	0	77.23	0	6.81	0	0.01	0	0.000098	0	7.9583	0	7.8090	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   241.15	0	 14.3311	0	34.3623	0	25.569	0	202.87	0	78.54	0	6.07	0	0.01	0	0.000101	0	7.9703	0	7.8277	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   228.33	0	 15.1685	0	34.4527	0	25.466	0	200.09	0	78.82	0	4.97	0	0.01	0	0.000098	0	7.9837	0	7.8520	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   218.37	0	 16.1193	0	34.5737	0	25.357	0	200.09	0	80.38	0	3.92	0	0.01	0	0.000101	0	7.9850	0	7.8670	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   210.55	0	 16.6380	0	34.6380	0	25.292	0	198.49	0	80.58	0	3.29	0	0.01	0	0.000098	0	7.9900	0	7.8790	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   201.03	0	 17.3687	0	34.7447	0	25.211	0	197.95	0	81.56	0	2.55	0	0.01	0	0.000098	0	7.9962	0	7.8954	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   191.76	0	 17.9597	0	34.8365	0	25.147	0	199.56	0	83.20	0	1.82	0	0.04	0	0.000098	0	8.0061	0	7.9130	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   181.32	0	 18.8643	0	35.0099	0	25.07	0	203.41	0	86.36	0	0.62	0	0.08	0	0.000099	0	8.0197	0	7.9387	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   171.12	0	 19.3756	0	35.0855	0	25.004	0	206.51	0	88.55	0	-0.04	0	0.11	0	0.000104	0	8.0277	0	7.9535	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   160.97	0	 19.7630	0	35.1465	0	24.955	0	208.65	0	90.15	0	-0.46	0	0.14	0	0.000123	0	8.0329	0	7.9638	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   151.37	0	 20.0409	0	35.1785	0	24.91	0	209.19	0	90.86	0	-0.40	0	0.19	0	0.000125	0	8.0302	0	7.9652	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   141.13	0	 20.5200	0	35.2082	0	24.808	0	207.15	0	90.79	0	-0.91	0	0.32	0	0.000139	0	8.0341	0	7.9758	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   131.08	0	 20.8839	0	35.2422	0	24.739	0	209.40	0	92.40	0	-1.41	0	0.38	0	0.000133	0	8.0397	0	7.9861	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   120.89	0	 21.5134	0	35.2916	0	24.608	0	213.57	0	95.34	0	-1.60	0	0.45	0	0.000122	0	8.0406	0	7.9962	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   110.90	0	 21.7435	0	35.3025	0	24.553	0	212.93	0	95.46	0	-1.67	0	0.38	0	0.000125	0	8.0444	0	8.0029	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		   101.35	0	 21.9645	0	35.3128	0	24.5	0	213.57	0	96.13	0	-1.48	0	0.28	0	0.000130	0	8.0475	0	8.0089	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		    93.35	0	 22.1459	0	35.3194	0	24.455	0	214.32	0	96.78	0	-1.47	0	0.22	0	0.000126	0	8.0526	0	8.0161	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		    85.48	0	 22.4361	0	35.3284	0	24.38	0	215.07	0	97.62	0	-1.07	0	0.20	0	0.000138	0	8.0577	0	8.0249	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		    78.60	0	 22.9745	0	35.3132	0	24.211	0	218.07	0	99.92	0	-1.26	0	0.13	0	0.000136	0	8.0559	0	8.0313	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		    72.74	0	 23.3423	0	35.3086	0	24.099	0	219.56	0	101.25	0	-1.33	0	0.12	0	0.000141	0	8.0608	0	8.0413	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		    67.39	0	 23.6039	0	35.3119	0	24.024	0	222.67	0	103.15	0	-1.12	0	0.10	0	0.000142	0	8.0637	0	8.0478	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		    62.77	0	 23.8405	0	35.3085	0	23.951	0	224.38	0	104.37	0	-1.12	0	0.11	0	0.000154	0	8.0618	0	8.0497	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		    58.24	0	 23.9994	0	35.3050	0	23.9	0	225.77	0	105.31	0	-1.29	0	0.09	0	0.000150	0	8.0619	0	8.0520	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		    53.72	0	 24.1319	0	35.3027	0	23.858	0	226.20	0	105.75	0	-1.13	0	0.09	0	0.000141	0	8.0605	0	8.0527	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		    49.11	0	 24.4323	0	35.2935	0	23.759	0	225.98	0	106.19	0	-1.18	0	0.07	0	0.000138	0	8.0572	0	8.0542	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		    44.74	0	 24.7069	0	35.2794	0	23.662	0	225.45	0	106.43	0	-0.94	0	0.06	0	0.000131	0	8.0547	0	8.0561	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		    40.96	0	 25.3609	0	35.2661	0	23.447	0	223.42	0	106.64	0	-0.66	0	0.07	0	0.000138	0	8.0441	0	8.0564	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		    38.98	0	 25.9497	0	35.3022	0	23.291	0	218.71	0	105.46	0	-0.89	0	0.09	0	0.000142	0	8.0360	0	8.0581	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		    36.91	0	 26.5237	0	35.3435	0	23.141	0	211.33	0	102.91	0	-0.91	0	0.06	0	0.000125	0	8.0279	0	8.0596	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		    31.50	0	 26.5901	0	35.3483	0	23.124	0	208.54	0	101.67	0	-0.97	0	0.04	0	0.000122	0	8.0296	0	8.0621	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		    26.34	0	 26.6175	0	35.3515	0	23.118	0	207.90	0	101.40	0	-0.92	0	0.04	0	0.000122	0	8.0292	0	8.0620	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		    20.49	0	 26.6236	0	35.3535	0	23.117	0	207.58	0	101.26	0	-0.94	0	0.04	0	0.000120	0	8.0311	0	8.0636	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		    13.67	0	 26.6277	0	35.3530	0	23.116	0	207.47	0	101.21	0	-0.89	0	0.04	0	0.000118	0	8.0328	0	8.0650	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810		     5.40	0	 26.6176	0	35.3534	0	23.119	0	207.47	0	101.19	0	-0.77	0	0.04	0	0.000120	0	8.0381	0	8.0695	0
9274Hawaii	 1	C	07/22/2015	16:32	202.074	 22.810																					
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		  1292.85	0	  3.2892	0	34.5398	0	27.449	0	58.53	0	17.72	0	41.74	0	0.04	0	0.000086	0	7.6507	0	7.4129	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		  1196.18	0	  3.5150	0	34.5302	0	27.417	0	51.36	0	15.63	0	41.99	0	0.04	0	0.000085	0	7.6386	0	7.4017	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		  1097.10	0	  3.7925	0	34.5069	0	27.368	0	47.62	0	14.59	0	41.84	0	0.04	0	0.000088	0	7.6311	0	7.3955	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   996.93	0	  4.0498	0	34.4833	0	27.321	0	42.69	0	13.16	0	41.93	0	0.04	0	0.000088	0	7.6212	0	7.3867	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   950.50	0	  4.1803	0	34.4679	0	27.294	0	39.70	0	12.28	0	42.08	0	0.04	0	0.000088	0	7.6072	0	7.3741	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   900.48	0	  4.3575	0	34.4431	0	27.253	0	35.85	0	11.13	0	41.88	0	0.05	0	0.000090	0	7.5975	0	7.3660	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   850.77	0	  4.4737	0	34.4214	0	27.222	0	33.06	0	10.30	0	41.83	0	0.05	0	0.000090	0	7.5874	0	7.3568	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   800.61	0	  4.6998	0	34.4009	0	27.179	0	29.96	0	9.38	0	41.43	0	0.04	0	0.000091	0	7.5829	0	7.3541	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   751.38	0	  4.9341	0	34.3599	0	27.117	0	29.75	0	9.36	0	41.27	0	0.05	0	0.000094	0	7.5697	0	7.3437	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   700.73	0	  5.1599	0	34.2901	0	27.033	0	28.46	0	9.00	0	40.39	0	0.05	0	0.000096	0	7.5607	0	7.3369	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   651.65	0	  5.4077	0	34.2033	0	26.931	0	34.24	0	10.89	0	39.17	0	0.04	0	0.000090	0	7.5614	0	7.3395	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   601.42	0	  5.7471	0	34.1681	0	26.859	0	43.55	0	13.96	0	37.44	0	0.04	0	0.000093	0	7.5778	0	7.3575	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   551.17	0	  6.3285	0	34.1289	0	26.75	0	64.20	0	20.85	0	34.76	0	0.04	0	0.000101	0	7.6191	0	7.4020	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   500.74	0	  7.2638	0	34.0820	0	26.582	0	96.73	0	32.10	0	29.86	0	0.04	0	0.000096	0	7.6862	0	7.4750	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   451.61	0	  7.6849	0	34.0224	0	26.471	0	145.20	0	48.63	0	25.53	0	0.03	0	0.000098	0	7.7716	0	7.5576	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   401.58	0	  8.7614	0	34.0560	0	26.335	0	174.20	0	59.79	0	20.02	0	0.01	0	0.000099	0	7.8702	0	7.6617	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   381.25	0	  9.4673	0	34.0977	0	26.256	0	191.21	0	66.68	0	17.44	0	0.01	0	0.000101	0	7.8886	0	7.6880	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   361.36	0	  9.8296	0	34.1045	0	26.202	0	195.49	0	68.72	0	16.20	0	0.01	0	0.000102	0	7.8969	0	7.7002	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   350.69	0	 10.0333	0	34.1046	0	26.168	0	199.02	0	70.28	0	15.64	0	0.01	0	0.000104	0	7.9106	0	7.7153	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   341.47	0	 10.2819	0	34.1206	0	26.139	0	201.70	0	71.62	0	14.88	0	0.01	0	0.000102	0	7.9114	0	7.7193	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   331.41	0	 10.4565	0	34.1277	0	26.115	0	203.84	0	72.65	0	14.49	0	0.01	0	0.000101	0	7.9180	0	7.7275	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   321.60	0	 10.8226	0	34.1440	0	26.064	0	204.58	0	73.51	0	13.40	0	0.01	0	0.000099	0	7.9320	0	7.7453	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   310.36	0	 11.3358	0	34.1564	0	25.982	0	204.26	0	74.21	0	12.37	0	0.01	0	0.000104	0	7.9339	0	7.7541	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   301.40	0	 11.6355	0	34.1531	0	25.925	0	201.70	0	73.74	0	11.69	0	0.01	0	0.000098	0	7.9319	0	7.7564	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   290.99	0	 11.8473	0	34.1627	0	25.893	0	201.37	0	73.96	0	11.24	0	0.01	0	0.000106	0	7.9316	0	7.7588	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   281.06	0	 12.1445	0	34.1759	0	25.849	0	200.20	0	74.00	0	10.54	0	0.01	0	0.000098	0	7.9453	0	7.7754	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   271.67	0	 12.5585	0	34.2025	0	25.792	0	199.98	0	74.58	0	9.51	0	0.01	0	0.000101	0	7.9522	0	7.7874	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   261.32	0	 12.8820	0	34.2152	0	25.739	0	202.23	0	75.93	0	8.58	0	0.01	0	0.000104	0	7.9531	0	7.7926	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   251.75	0	 13.2077	0	34.2305	0	25.688	0	202.34	0	76.49	0	7.68	0	0.01	0	0.000099	0	7.9688	0	7.8115	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   241.20	0	 14.0630	0	34.3300	0	25.597	0	200.73	0	77.28	0	6.54	0	0.01	0	0.000104	0	7.9718	0	7.8264	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   229.60	0	 15.0040	0	34.4231	0	25.476	0	199.13	0	78.17	0	5.15	0	0.01	0	0.000099	0	7.9862	0	7.8531	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   221.69	0	 15.6698	0	34.5151	0	25.408	0	199.77	0	79.52	0	4.35	0	0.01	0	0.000099	0	7.9880	0	7.8644	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   211.48	0	 16.8203	0	34.6749	0	25.281	0	197.74	0	80.58	0	2.85	0	0.01	0	0.000094	0	8.0021	0	7.8941	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   201.72	0	 17.1077	0	34.7199	0	25.252	0	200.20	0	82.06	0	2.60	0	0.01	0	0.000094	0	8.0033	0	7.8991	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   191.01	0	 17.9214	0	34.8757	0	25.189	0	201.48	0	83.96	0	1.33	0	0.02	0	0.000098	0	8.0270	0	7.9328	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   178.27	0	 18.5858	0	34.9993	0	25.13	0	209.29	0	88.39	0	0.64	0	0.04	0	0.000101	0	8.0291	0	7.9443	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   167.93	0	 18.7265	0	34.9756	0	25.075	0	206.40	0	87.38	0	1.32	0	0.06	0	0.000099	0	8.0209	0	7.9385	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   159.65	0	 19.3120	0	35.0381	0	24.98	0	201.27	0	86.18	0	0.87	0	0.04	0	0.000099	0	8.0274	0	7.9530	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   150.55	0	 19.7136	0	35.1112	0	24.938	0	202.87	0	87.55	0	0.39	0	0.07	0	0.000107	0	8.0310	0	7.9622	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   141.63	0	 20.1638	0	35.1585	0	24.86	0	203.09	0	88.40	0	0.45	0	0.24	0	0.000128	0	8.0327	0	7.9702	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   130.83	0	 20.7495	0	35.2241	0	24.76	0	201.48	0	88.68	0	-0.26	0	0.39	0	0.000147	0	8.0395	0	7.9850	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   120.92	0	 21.1626	0	35.2708	0	24.687	0	205.98	0	91.36	0	-1.28	0	0.56	0	0.000147	0	8.0539	0	8.0042	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   111.00	0	 21.6494	0	35.3064	0	24.583	0	215.71	0	96.54	0	-1.38	0	0.28	0	0.000139	0	8.0562	0	8.0134	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		   101.37	0	 21.8254	0	35.2133	0	24.454	0	219.35	0	98.43	0	-1.41	0	0.19	0	0.000139	0	8.0605	0	8.0198	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		    95.33	0	 22.2509	0	35.2565	0	24.371	0	220.21	0	99.59	0	-1.40	0	0.17	0	0.000141	0	8.0643	0	8.0296	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		    89.76	0	 22.4233	0	35.2752	0	24.338	0	222.99	0	101.16	0	-1.34	0	0.15	0	0.000141	0	8.0677	0	8.0352	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		    84.57	0	 22.5775	0	35.2831	0	24.3	0	224.70	0	102.22	0	-1.04	0	0.14	0	0.000160	0	8.0683	0	8.0380	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		    80.41	0	 22.7732	0	35.2694	0	24.232	0	225.24	0	102.81	0	-1.37	0	0.13	0	0.000144	0	8.0683	0	8.0408	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		    76.83	0	 22.9845	0	35.2606	0	24.163	0	225.56	0	103.34	0	-1.28	0	0.14	0	0.000146	0	8.0661	0	8.0420	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		    71.71	0	 23.2528	0	35.2639	0	24.087	0	225.56	0	103.83	0	-1.38	0	0.12	0	0.000154	0	8.0689	0	8.0485	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		    66.44	0	 23.5576	0	35.2572	0	23.991	0	226.31	0	104.72	0	-1.32	0	0.09	0	0.000152	0	8.0669	0	8.0512	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		    61.59	0	 23.5717	0	35.2416	0	23.974	0	226.09	0	104.64	0	-1.23	0	0.11	0	0.000146	0	8.0727	0	8.0566	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		    56.57	0	 24.1245	0	35.3250	0	23.879	0	225.34	0	105.35	0	-1.23	0	0.09	0	0.000144	0	8.0699	0	8.0625	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		    51.66	0	 24.3275	0	35.3027	0	23.799	0	226.84	0	106.40	0	-1.01	0	0.09	0	0.000163	0	8.0710	0	8.0664	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		    46.65	0	 24.3752	0	35.2231	0	23.716	0	226.52	0	106.29	0	-0.43	0	0.09	0	0.000144	0	8.0716	0	8.0676	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		    41.85	0	 24.8788	0	35.2882	0	23.617	0	226.41	0	107.20	0	-0.87	0	0.07	0	0.000147	0	8.0674	0	8.0714	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		    35.78	0	 25.3901	0	35.2664	0	23.438	0	225.13	0	107.51	0	-0.54	0	0.08	0	0.000154	0	8.0597	0	8.0721	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		    31.88	0	 26.4379	0	35.3161	0	23.146	0	216.89	0	105.45	0	-0.78	0	0.07	0	0.000147	0	8.0442	0	8.0742	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		    26.70	0	 26.6401	0	35.3410	0	23.101	0	208.33	0	101.64	0	-0.69	0	0.04	0	0.000125	0	8.0429	0	8.0760	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		    21.68	0	 26.6414	0	35.3403	0	23.1	0	208.44	0	101.70	0	-0.76	0	0.04	0	0.000126	0	8.0446	0	8.0774	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		    16.22	0	 26.6443	0	35.3381	0	23.097	0	208.01	0	101.49	0	-0.67	0	0.04	0	0.000131	0	8.0466	0	8.0791	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		    11.31	0	 26.6494	0	35.3367	0	23.094	0	208.22	0	101.60	0	-0.62	0	0.03	0	0.000130	0	8.0472	0	8.0796	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803		     6.34	0	 26.6628	0	35.3367	0	23.09	0	207.90	0	101.47	0	-0.67	0	0.02	0	0.000123	0	8.0487	0	8.0810	0
9274Hawaii	 2	C	07/23/2015	21:10	202.119	 22.803																					
9274Hawaii	 3	C	07/25/2015	04:15	202.122	 22.792		  1494.11	0	  2.8037	0	34.5551	0	27.511	0	68.59	0	20.52	0	41.68	0	0.04	0	0.000086	0	7.6681	0	7.4295	0
9274Hawaii	 3	C	07/25/2015	04:15	202.122	 22.792		  1396.20	0	  3.0240	0	34.5490	0	27.484	0	64.74	0	19.47	0	41.77	0	0.04	0	0.000086	0	7.6626	0	7.4243	0
9274Hawaii	 3	C	07/25/2015	04:15	202.122	 22.792		  1296.63	0	  3.3295	0	34.5428	0	27.447	0	56.60	0	17.15	0	42.07	0	0.04	0	0.000085	0	7.6471	0	7.4111	0
