//0																													
//Oxygen,  1.07
//Nitrate, 1, 1, 0, 0
//pH, 1, 0.04, 0
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth[m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF	Chlorophyll[µg/l]	QF	BackScatter[/m/sr]	QF	pHinsitu[Total]	QF	pH25C[Total]	QF
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		1499.95	0	2.8289	0	34.5508	0	27.505	0	7504.12	8	2246.05	8	41.19	0	0.01	0	0.000089	0	7.6738	0	7.4299	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		1399.1	0	3.0538	0	34.5372	0	27.471	0	7420.56	8	2233.30	8	41.39	0	0.03	0	0.000084	0	7.6654	0	7.4220	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		1297.36	0	3.2881	0	34.5217	0	27.434	0	7335.60	8	2220.35	8	41.62	0	0.02	0	0.000086	0	7.6577	0	7.4148	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		1200.28	0	3.4968	0	34.5046	0	27.398	0	7259.52	8	2208.42	8	41.83	0	0.02	0	0.000086	0	7.6501	0	7.4076	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		1099.81	0	3.7222	0	34.4794	0	27.354	0	7179.70	8	2195.90	8	41.66	0	0.02	0	0.000089	0	7.6416	0	7.3996	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		999.93	0	3.933	0	34.4477	0	27.305	0	7105.01	8	2183.83	8	41.70	0	0.02	0	0.000086	0	7.6300	0	7.3886	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		951.06	0	4.0717	0	34.4346	0	27.278	0	7059.75	8	2177.09	8	42.01	0	0.03	0	0.000085	0	7.6153	0	7.3755	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		900.9	0	4.3017	0	34.3961	0	27.221	0	6992.88	8	2168.00	8	41.55	0	0.04	0	0.000089	0	7.5990	0	7.3621	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		851.67	0	4.3797	0	34.3352	0	27.162	0	6965.70	8	2162.79	8	41.44	0	0.04	0	0.000085	0	7.5875	0	7.3510	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		801.23	0	4.4732	0	34.2964	0	27.12	0	6933.49	8	2157.11	8	41.32	0	0.02	0	0.000089	0	7.5825	0	7.3461	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		751.31	0	4.6862	0	34.2424	0	27.05	0	6873.04	8	2148.55	8	40.67	0	0.03	0	0.000089	0	7.5827	0	7.3476	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		700.99	0	4.9449	0	34.1845	0	26.972	0	6802.42	8	2138.92	8	39.87	0	0.02	0	0.000094	0	7.5825	0	7.3494	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		650.87	0	5.2433	0	34.1064	0	26.871	0	6724.31	8	2128.41	8	38.12	0	0.03	0	0.000089	0	7.6039	0	7.3715	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		600.53	0	5.9557	0	34.0705	0	26.751	0	6550.54	8	2108.22	8	35.24	0	0.01	0	0.000095	0	7.6468	0	7.4192	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		550.52	0	6.5569	0	34.08	0	26.679	0	6405.66	8	2090.95	8	32.89	0	0.03	0	0.000094	0	7.6722	0	7.4494	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		501.47	0	7.2263	0	34.0805	0	26.586	0	6251.37	8	2072.45	8	30.10	0	0.01	0	0.000101	0	7.7192	0	7.5003	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		450.96	0	8.077	0	34.0617	0	26.445	0	6065.83	8	2050.12	8	25.34	0	0.01	0	0.000098	0	7.7965	0	7.5816	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		401.65	0	9.1594	0	34.0825	0	26.294	0	5842.09	8	2023.29	8	19.99	0	0	0	0.000095	0	7.8804	0	7.6723	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		381.42	0	9.5243	0	34.1035	0	26.252	0	5768.16	8	2014.15	8	19.11	0	0.01	0	0.000088	0	7.8811	0	7.6775	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		361.64	0	10.0914	0	34.1393	0	26.187	0	5657.95	8	2000.87	8	19.22	0	0.01	0	0.000094	0	7.8505	0	7.6569	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		351.68	0	10.2622	0	34.1357	0	26.155	0	5625.10	8	1996.62	8	18.68	0	0	0	0.000098	0	7.8524	0	7.6608	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		341.11	0	10.5483	0	34.1341	0	26.104	0	5571.70	8	1989.97	8	17.44	0	0.01	0	0.000088	0	7.8765	0	7.6867	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		331.78	0	10.7568	0	34.136	0	26.069	0	5532.86	8	1985.05	8	16.79	0	-0.01	0	0.000094	0	7.8899	0	7.7017	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		319.05	0	11.3006	0	34.152	0	25.985	0	5434.96	8	1973.02	8	14.50	0	0	0	0.000098	0	7.9149	0	7.7320	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		310.22	0	11.6112	0	34.1536	0	25.93	0	5380.17	8	1966.12	8	14.12	0	0	0	0.000092	0	7.9154	0	7.7368	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		300.75	0	11.7823	0	34.1616	0	25.905	0	5349.36	8	1962.07	8	13.46	0	0	0	0.000095	0	7.9309	0	7.7531	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		291.6	0	12.2007	0	34.1933	0	25.853	0	5276.92	8	1953.05	8	11.41	0	0	0	0.000094	0	7.9572	0	7.7830	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		281.41	0	12.6979	0	34.2331	0	25.79	0	5192.71	8	1942.47	8	10.51	0	-0.02	0	0.000098	0	7.9704	0	7.8020	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		271.15	0	13.1654	0	34.263	0	25.723	0	5115.56	8	1932.63	8	9.02	0	0	0	0.000086	0	7.9820	0	7.8191	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		261.59	0	13.7505	0	34.3286	0	25.661	0	5020.87	8	1920.60	8	8.00	0	0.01	0	0.000094	0	7.9964	0	7.8407	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		251.22	0	14.437	0	34.4038	0	25.581	0	4913.33	8	1906.76	8	6.78	0	-0.01	0	0.000095	0	8.0011	0	7.8547	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		239.19	0	15.1243	0	34.466	0	25.487	0	4809.12	8	1892.99	8	5.60	0	0	0	0.000089	0	8.0065	0	7.8694	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		231.17	0	15.3801	0	34.4887	0	25.45	0	4770.60	8	1887.68	8	5.28	0	-0.01	0	0.000101	0	8.0111	0	7.8772	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		221.69	0	16.1782	0	34.5788	0	25.348	0	4655.14	8	1872.29	8	4.35	0	-0.01	0	0.000091	0	8.0116	0	7.8892	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		211.35	0	16.7124	0	34.6497	0	25.285	0	4579.28	8	1861.88	8	4.07	0	0.01	0	0.000103	0	8.0194	0	7.9040	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		201.33	0	17.6945	0	34.7793	0	25.162	0	4445.85	8	1843.61	8	3.33	0	0	0	0.00012	0	8.0221	0	7.9208	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		188.79	0	18.6808	0	34.9354	0	25.052	0	198.38	0	83.89	0	2.39	0	0	0	0.000091	0	8.0284	0	7.9410	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		181.46	0	18.9176	0	34.9758	0	25.027	0	199.66	0	84.83	0	2.16	0	0.01	0	0.000089	0	8.0383	0	7.9535	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		171.53	0	19.8917	0	35.1254	0	24.904	0	201.70	0	87.34	0	1.35	0	0.04	0	0.0001	0	8.0434	0	7.9726	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		161.6	0	20.2722	0	35.1839	0	24.853	0	208.76	0	91.06	0	0.87	0	0.1	0	0.000111	0	8.0544	0	7.9882	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		150.92	0	20.9231	0	35.2971	0	24.775	0	207.79	0	91.78	0	0.48	0	0.19	0	0.000114	0	8.0551	0	7.9983	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		141.2	0	21.3238	0	35.3451	0	24.706	0	208.76	0	92.91	0	0.19	0	0.32	0	0.00013	0	8.0538	0	8.0030	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		131.08	0	21.5992	0	35.3719	0	24.653	0	209.72	0	93.81	0	-0.33	0	0.42	0	0.00012	0	8.0563	0	8.0092	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		121.56	0	21.572	0	35.3281	0	24.623	0	211.00	0	94.32	0	0.02	0	0.42	0	0.000157	0	8.0614	0	8.0131	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		111.14	0	21.9209	0	35.3522	0	24.546	0	214.64	0	96.56	0	-0.13	0	0.42	0	0.000116	0	8.0636	0	8.0201	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		101.36	0	22.2017	0	35.3325	0	24.45	0	215.28	0	97.32	0	0.17	0	0.36	0	0.000108	0	8.0705	0	8.0304	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		96.4	0	22.5353	0	35.3475	0	24.367	0	217.32	0	98.83	0	0.26	0	0.23	0	0.000119	0	8.0722	0	8.0370	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		91.58	0	22.805	0	35.3438	0	24.286	0	221.17	0	101.06	0	0.49	0	0.22	0	0.00012	0	8.0735	0	8.0422	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		86.49	0	23.0943	0	35.358	0	24.214	0	224.27	0	103.01	0	0.01	0	0.17	0	0.000125	0	8.0709	0	8.0441	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		81.44	0	23.147	0	35.3578	0	24.199	0	226.41	0	104.08	0	0.16	0	0.16	0	0.00012	0	8.0709	0	8.0448	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		76.69	0	23.3759	0	35.3621	0	24.135	0	227.16	0	104.85	0	0.28	0	0.17	0	0.000126	0	8.0710	0	8.0483	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		71.71	0	23.5527	0	35.3636	0	24.084	0	229.52	0	106.26	0	-0.07	0	0.18	0	0.00013	0	8.0701	0	8.0500	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		66.45	0	23.5773	0	35.3617	0	24.075	0	230.80	0	106.90	0	-0.02	0	0.15	0	0.000119	0	8.0711	0	8.0511	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		61.69	0	23.6548	0	35.3664	0	24.056	0	231.01	0	107.15	0	0.02	0	0.15	0	0.00012	0	8.0726	0	8.0535	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		56.42	0	24.2335	0	35.3846	0	23.898	0	231.23	0	108.34	0	0.33	0	0.14	0	0.000148	0	8.0688	0	8.0588	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		51.67	0	24.2577	0	35.3884	0	23.893	0	232.94	0	109.19	0	0.50	0	0.15	0	0.000142	0	8.0707	0	8.0609	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		46.75	0	25.6405	0	35.4248	0	23.495	0	227.27	0	109.09	0	1.86	0	0.14	0	0.000135	0	8.0549	0	8.0678	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		41.75	0	26.5711	0	35.4587	0	23.225	0	217.32	0	105.98	0	2.01	0	0.12	0	0.000129	0	8.0478	0	8.0757	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		36.39	0	26.8332	0	35.4812	0	23.159	0	211.75	0	103.73	0	0.98	0	0.08	0	0.000136	0	8.0445	0	8.0766	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		31.67	0	26.8486	0	35.4827	0	23.155	0	211.11	0	103.44	0	0.47	0	0.12	0	0.000133	0	8.0441	0	8.0764	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		26.66	0	26.8503	0	35.4825	0	23.154	0	210.79	0	103.28	0	0.67	0	0.07	0	0.000132	0	8.0440	0	8.0762	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		21.39	0	26.8474	0	35.4822	0	23.155	0	210.79	0	103.28	0	0.44	0	0.06	0	0.000138	0	8.0421	0	8.0742	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		16.69	0	26.8478	0	35.4827	0	23.155	0	210.58	0	103.18	0	0.49	0	0.08	0	0.000141	0	8.0408	0	8.0728	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		11.78	0	26.8464	0	35.4826	0	23.156	0	210.58	0	103.17	0	0.62	0	0.07	0	0.000128	0	8.0408	0	8.0726	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659		7.76	0	26.8451	0	35.4827	0	23.156	0	210.58	0	103.17	0	0.40	0	0.09	0	0.000151	0	8.0395	0	8.0713	0
8514Hawaii	1	C	09/14/2013	17:03	201.999	22.659																							
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		1499.28	0	2.8362	0	34.5522	0	27.505	0	7501.88	8	2245.81	8	40.61	0	0.02	0	0.000085	0	7.6838	0	7.4391	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		1399.63	0	3.0433	0	34.546	0	27.479	0	7423.13	8	2233.62	8	40.90	0	0.01	0	0.000081	0	7.6771	0	7.4326	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		1298.68	0	3.2799	0	34.5241	0	27.437	0	7337.95	8	2220.65	8	40.83	0	0.03	0	0.000086	0	7.6686	0	7.4247	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		1199.42	0	3.4771	0	34.5063	0	27.402	0	7264.34	8	2208.84	8	40.96	0	0.02	0	0.000088	0	7.6615	0	7.4178	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		1099.6	0	3.6796	0	34.4829	0	27.361	0	7190.51	8	2196.96	8	40.97	0	0.02	0	0.000085	0	7.6536	0	7.4100	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		999.51	0	3.888	0	34.4505	0	27.312	0	7116.25	8	2184.92	8	41.33	0	0.02	0	0.000098	0	7.6411	0	7.3981	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		950.85	0	4.0296	0	34.4461	0	27.293	0	7069.81	8	2178.12	8	41.17	0	0.01	0	0.000086	0	7.6310	0	7.3893	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		901.64	0	4.2533	0	34.4261	0	27.251	0	7003.79	8	2169.27	8	41.34	0	0.03	0	0.000091	0	7.6189	0	7.3797	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		851.18	0	4.3809	0	34.3882	0	27.205	0	6962.81	8	2162.72	8	40.77	0	0.02	0	0.000088	0	7.6094	0	7.3711	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		801.74	0	4.4283	0	34.3316	0	27.154	0	6943.02	8	2158.23	8	40.68	0	0.03	0	0.000091	0	7.5987	0	7.3604	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		750.62	0	4.5985	0	34.2716	0	27.085	0	6892.94	8	2150.64	8	40.22	0	0.04	0	0.000088	0	7.5944	0	7.3571	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		701.4	0	4.8839	0	34.2027	0	26.994	0	6816.33	8	2140.42	8	39.43	0	0.02	0	0.000091	0	7.5938	0	7.3589	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		650.98	0	5.0302	0	34.1345	0	26.92	0	6773.64	8	2133.52	8	38.65	0	0.01	0	0.000094	0	7.5983	0	7.3634	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		601	0	5.4125	0	34.0998	0	26.845	0	6674.45	8	2121.06	8	37.00	0	0.02	0	0.000095	0	7.6236	0	7.3903	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		551.75	0	6.4388	0	34.0855	0	26.699	0	6431.77	8	2093.78	8	33.26	0	0.02	0	0.000094	0	7.6662	0	7.4422	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		500.96	0	7.3552	0	34.0816	0	26.568	0	6223.98	8	2069.51	8	29.34	0	0.01	0	0.000103	0	7.7249	0	7.5073	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		451.3	0	8.4777	0	34.073	0	26.394	0	5984.94	8	2041.30	8	23.01	0	0.01	0	0.0001	0	7.8280	0	7.6162	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		400.62	0	9.5566	0	34.1014	0	26.245	0	5765.70	8	2014.70	8	18.35	0	0.01	0	0.000095	0	7.8942	0	7.6906	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		380.69	0	10.0786	0	34.1325	0	26.183	0	5663.94	8	2002.34	8	17.40	0	0	0	0.000094	0	7.9062	0	7.7085	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		361.07	0	10.4674	0	34.1332	0	26.117	0	5589.79	8	1992.92	8	17.64	0	0.15	0	0.00015	0	7.8702	0	7.6804	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		351.13	0	10.6563	0	34.137	0	26.087	0	5554.05	8	1988.34	8	16.45	0	0.01	0	0.000092	0	7.8985	0	7.7087	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		341.71	0	11.0591	0	34.1428	0	26.021	0	5481.08	8	1979.39	8	15.38	0	-0.01	0	0.000098	0	7.9039	0	7.7192	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		331.74	0	11.637	0	34.1524	0	25.924	0	5379.53	8	1966.95	8	13.36	0	0	0	0.000095	0	7.9228	0	7.7446	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		320.48	0	11.9273	0	34.1771	0	25.891	0	5327.74	8	1960.33	8	12.50	0	0.01	0	0.000091	0	7.9435	0	7.7675	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		311.01	0	12.2501	0	34.1958	0	25.845	0	5271.89	8	1953.25	8	11.03	0	-0.01	0	0.000089	0	7.9594	0	7.7864	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		300.9	0	12.6109	0	34.2291	0	25.804	0	5210.15	8	1945.42	8	10.13	0	-0.01	0	0.000095	0	7.9642	0	7.7957	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		291.28	0	13.0654	0	34.2645	0	25.745	0	5134.61	8	1935.84	8	9.02	0	0	0	0.000095	0	7.9815	0	7.8179	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		281.32	0	13.6751	0	34.3243	0	25.672	0	5035.74	8	1923.26	8	7.78	0	-0.01	0	0.000088	0	8.0010	0	7.8444	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		271.48	0	14.147	0	34.3901	0	25.631	0	4960.31	8	1913.55	8	6.55	0	0	0	0.000097	0	8.0076	0	7.8570	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		261.31	0	14.5512	0	34.3988	0	25.553	0	4898.14	8	1905.20	8	5.89	0	-0.01	0	0.000089	0	8.0088	0	7.8638	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		251.27	0	15.0808	0	34.4528	0	25.485	0	4817.57	8	1894.52	8	5.46	0	0	0	0.000091	0	8.0166	0	7.8784	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		240.31	0	15.7039	0	34.5231	0	25.407	0	4725.33	8	1882.21	8	4.46	0	0	0	0.000091	0	8.0150	0	7.8858	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		231.13	0	16.3144	0	34.5983	0	25.333	0	4637.38	8	1870.35	8	3.85	0	0.01	0	0.000088	0	8.0206	0	7.8998	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		221	0	16.9261	0	34.6781	0	25.259	0	4551.46	8	1858.57	8	3.55	0	0.01	0	0.000094	0	8.0239	0	7.9116	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		209.39	0	18.0972	0	34.8389	0	25.115	0	4394.28	8	1836.90	8	2.46	0	0.01	0	0.000098	0	8.0297	0	7.9341	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		201.56	0	18.4914	0	34.9039	0	25.073	0	4342.38	8	1829.51	8	2.20	0	0.01	0	0.000084	0	8.0381	0	7.9475	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		190.71	0	19.2719	0	35.0344	0	24.987	0	4242.76	8	1815.28	8	1.59	0	0.01	0	0.000095	0	8.0442	0	7.9645	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		180.71	0	19.8498	0	35.1269	0	24.916	0	4171.07	8	1804.80	8	0.75	0	0.04	0	0.000113	0	8.0485	0	7.9769	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		171.46	0	20.1775	0	35.1726	0	24.869	0	4130.84	8	1798.68	8	0.70	0	0.07	0	0.000097	0	8.0586	0	7.9909	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		160.91	0	20.8629	0	35.2841	0	24.78	0	207.26	0	91.44	0	0.11	0	0.2	0	0.000107	0	8.0564	0	7.9990	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		150.91	0	21.2889	0	35.3446	0	24.716	0	207.69	0	92.37	0	-0.31	0	0.29	0	0.000119	0	8.0592	0	8.0077	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		141.36	0	21.6242	0	35.3744	0	24.648	0	209.61	0	93.81	0	-0.53	0	0.41	0	0.000123	0	8.0605	0	8.0137	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		131.08	0	21.731	0	35.3654	0	24.611	0	211.75	0	94.94	0	-0.60	0	0.42	0	0.000114	0	8.0623	0	8.0167	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		121.08	0	21.9398	0	35.3506	0	24.54	0	214.32	0	96.44	0	-0.49	0	0.49	0	0.000114	0	8.0692	0	8.0258	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		111.45	0	22.4801	0	35.3404	0	24.377	0	217.32	0	98.73	0	-0.55	0	0.28	0	0.000116	0	8.0705	0	8.0351	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		101.37	0	22.9346	0	35.3565	0	24.26	0	222.35	0	101.83	0	-0.21	0	0.2	0	0.00013	0	8.0763	0	8.0470	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		96.2	0	23.1078	0	35.3594	0	24.212	0	225.24	0	103.47	0	-0.16	0	0.18	0	0.000126	0	8.0753	0	8.0487	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		91.72	0	23.2557	0	35.3588	0	24.168	0	226.95	0	104.53	0	0.05	0	0.15	0	0.00013	0	8.0744	0	8.0500	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		86.72	0	23.3385	0	35.3609	0	24.145	0	228.34	0	105.32	0	-0.03	0	0.15	0	0.000126	0	8.0755	0	8.0521	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		81.65	0	23.722	0	35.3705	0	24.039	0	228.98	0	106.33	0	-0.02	0	0.15	0	0.000125	0	8.0752	0	8.0576	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		76.71	0	23.9856	0	35.3805	0	23.969	0	232.08	0	108.27	0	-0.03	0	0.13	0	0.000128	0	8.0738	0	8.0602	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		71.44	0	24.1375	0	35.3831	0	23.925	0	232.83	0	108.91	0	0.29	0	0.15	0	0.000128	0	8.0723	0	8.0611	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		66.65	0	24.7516	0	35.3965	0	23.749	0	231.23	0	109.31	0	0.40	0	0.12	0	0.000136	0	8.0693	0	8.0677	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		61.69	0	26.1852	0	35.4448	0	23.338	0	220.63	0	106.89	0	1.08	0	0.09	0	0.000138	0	8.0507	0	8.0730	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		56.85	0	26.4424	0	35.453	0	23.262	0	217.96	0	106.06	0	0.49	0	0.08	0	0.000129	0	8.0509	0	8.0771	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		51.1	0	26.8282	0	35.483	0	23.162	0	212.18	0	103.93	0	0.45	0	0.06	0	0.000129	0	8.0461	0	8.0786	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		46.78	0	26.8327	0	35.4834	0	23.161	0	210.90	0	103.31	0	0.37	0	0.08	0	0.000144	0	8.0466	0	8.0789	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		41.62	0	26.8358	0	35.4839	0	23.16	0	210.47	0	103.10	0	0.50	0	0.03	0	0.000133	0	8.0460	0	8.0782	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		36.36	0	26.8371	0	35.4838	0	23.16	0	210.36	0	103.05	0	0.24	0	0.05	0	0.000136	0	8.0468	0	8.0788	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		31.6	0	26.8383	0	35.4839	0	23.159	0	210.15	0	102.95	0	0.47	0	0.04	0	0.00013	0	8.0462	0	8.0782	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		26.77	0	26.8405	0	35.4838	0	23.159	0	210.26	0	103.01	0	0.42	0	0.03	0	0.000126	0	8.0461	0	8.0780	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		21.43	0	26.8463	0	35.4843	0	23.157	0	210.26	0	103.02	0	0.34	0	0.03	0	0.000128	0	8.0450	0	8.0768	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		16.6	0	26.8529	0	35.4839	0	23.155	0	210.36	0	103.08	0	0.28	0	0.01	0	0.000126	0	8.0432	0	8.0752	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		11.62	0	26.8621	0	35.484	0	23.152	0	210.26	0	103.04	0	0.54	0	0.01	0	0.000128	0	8.0433	0	8.0752	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606		7.78	0	26.8985	0	35.4835	0	23.139	0	210.26	0	103.11	0	0.46	0	0.02	0	0.00013	0	8.0421	0	8.0746	0
8514Hawaii	2	C	09/15/2013	21:43	202.001	22.606																							
8514Hawaii	3	C	09/17/2013	03:08	201.999	22.573		1499.69	0	2.8607	0	34.5519	0	27.502	0	7495.24	8	2245.19	8	40.29	0	0.01	0	0.000084	0	7.6870	0	7.4424	0
8514Hawaii	3	C	09/17/2013	03:08	201.999	22.573		1399.32	0	3.0402	0	34.5471	0	27.48	0	7423.77	8	2233.66	8	40.63	0	0.02	0	0.000081	0	7.6835	0	7.4384	0
